,YM,Type,BAS_ID,TotalSpent,DisSpent,NumofSpent,NumofDisSpent
1904,202005,기타유통업,63153,1946000,26000,6,1
1905,202005,기타유통업,63154,227000,52000,6,2
1906,202005,기타유통업,63164,105000,0,1,0
1907,202005,기타유통업,63166,365500,127000,6,2
1908,202005,기타유통업,63174,1565000,134000,13,1
1909,202005,기타유통업,63180,355000,0,2,0
1910,202005,기타유통업,63192,4601200,890000,35,9
1911,202005,기타유통업,63198,4042500,1946000,123,53
1912,202005,기타유통업,63210,2604000,30000,26,1
1913,202005,기타유통업,63226,172000,107000,4,3
1914,202005,기타유통업,63236,17500270,1815170,170,22
1915,202005,기타유통업,63249,446000,189000,3,2
1916,202005,기타유통업,63264,14144900,733400,123,11
1917,202005,기타유통업,63284,3194000,0,3,0
1918,202005,기타유통업,63289,3960000,297140,7,2
1919,202005,기타유통업,63293,18600,0,1,0
1920,202005,기타유통업,63297,1221000,0,2,0
1921,202005,기타유통업,63305,7582500,0,4,0
1922,202005,기타유통업,63306,4034500,0,3,0
1923,202005,기타유통업,63311,196000,0,5,0
1924,202005,기타유통업,63322,1393800,320000,15,4
1925,202005,기타유통업,63324,885000,0,3,0
1926,202005,기타유통업,63333,44000,0,2,0
1927,202005,기타유통업,63334,1259300,0,4,0
1928,202005,기타유통업,63336,1585370,50000,3,1
1929,202005,기타유통업,63355,2440000,313010,55,7
1930,202005,기타유통업,63358,170850,0,3,0
1931,202005,기타유통업,63500,6416360,857880,60,17
1932,202005,기타유통업,63528,659200,110400,16,3
1933,202005,기타유통업,63535,1065400,0,22,0
1934,202005,기타유통업,63539,74000,0,2,0
1935,202005,기타유통업,63540,7000000,0,1,0
1936,202005,기타유통업,63566,10974300,1533650,593,75
1937,202005,기타유통업,63572,44000,0,2,0
1938,202005,기타유통업,63579,1638000,228000,9,2
1939,202005,기타유통업,63584,968100,0,14,0
1940,202005,기타유통업,63585,71750,0,1,0
1941,202005,기타유통업,63587,13597000,1979350,96,19
1942,202005,기타유통업,63590,1229000,0,4,0
1943,202005,기타유통업,63591,17596500,2833000,265,102
1944,202005,기타유통업,63600,505000,0,3,0
1945,202005,기타유통업,63604,358500,96500,9,3
1946,202005,기타유통업,63614,755000,50000,23,1
1947,202005,기타유통업,63620,1482900,170000,10,1
1948,202005,기타유통업,63621,525000,132000,20,6
1949,202005,기타유통업,63622,4060875,0,45,0
1950,202005,기타유통업,63629,537750,166200,19,7
1951,202005,기타유통업,63643,3642000,0,200,0
1952,202005,기타음료식품,63001,5042100,2321800,178,66
1953,202005,기타음료식품,63002,571100,166500,45,23
1954,202005,기타음료식품,63003,2732100,59620,103,4
1955,202005,기타음료식품,63004,26400,0,1,0
1956,202005,기타음료식품,63005,1016230,160500,73,6
1957,202005,기타음료식품,63007,108000,28000,9,2
1958,202005,기타음료식품,63008,550000,300000,5,1
1959,202005,기타음료식품,63009,536000,97000,22,5
1960,202005,기타음료식품,63010,1155800,31200,180,4
1961,202005,기타음료식품,63011,3598500,569300,192,23
1962,202005,기타음료식품,63012,3033900,123300,138,5
1963,202005,기타음료식품,63013,1204000,36000,9,1
1964,202005,기타음료식품,63014,2617000,176000,9,2
1965,202005,기타음료식품,63015,654500,11200,107,2
1966,202005,기타음료식품,63019,320000,0,3,0
1967,202005,기타음료식품,63020,414600,52800,8,1
1968,202005,기타음료식품,63022,3318000,104500,33,2
1969,202005,기타음료식품,63024,102000,0,3,0
1970,202005,기타음료식품,63025,2234000,213000,6,2
1971,202005,기타음료식품,63026,30000,0,1,0
1972,202005,기타음료식품,63031,1082900,629800,35,5
1973,202005,기타음료식품,63032,10829000,1275500,558,48
1974,202005,기타음료식품,63034,2777430,132980,433,22
1975,202005,기타음료식품,63035,80000,0,1,0
1976,202005,기타음료식품,63036,190400,88000,11,6
1977,202005,기타음료식품,63038,385400,243400,7,4
1978,202005,기타음료식품,63040,4981075,102000,66,2
1979,202005,기타음료식품,63043,678000,0,10,0
1980,202005,기타음료식품,63045,35000,0,2,0
1981,202005,기타음료식품,63046,2528100,3000,311,1
1982,202005,기타음료식품,63047,1662000,64000,10,1
1983,202005,기타음료식품,63048,85100,0,4,0
1984,202005,기타음료식품,63051,1312100,174950,125,20
1985,202005,기타음료식품,63052,309200,0,3,0
1986,202005,기타음료식품,63054,1344800,370100,207,40
1987,202005,기타음료식품,63056,40000,0,1,0
1988,202005,기타음료식품,63057,354400,74100,62,7
1989,202005,기타음료식품,63058,707200,96600,26,5
1990,202005,기타음료식품,63059,4907000,2703720,11,7
1991,202005,기타음료식품,63060,4041000,626390,386,62
1992,202005,기타음료식품,63063,5725000,454500,381,30
1993,202005,기타음료식품,63067,60000,60000,1,1
1994,202005,기타음료식품,63069,8902400,906800,202,72
1995,202005,기타음료식품,63070,4448250,978240,509,99
1996,202005,기타음료식품,63071,4087000,87000,2,1
1997,202005,기타음료식품,63074,618200,0,4,0
1998,202005,기타음료식품,63075,115000,0,1,0
1999,202005,기타음료식품,63076,597000,0,2,0
2000,202005,기타음료식품,63077,8677240,1279400,379,44
2001,202005,기타음료식품,63081,4771050,1075900,70,17
2002,202005,기타음료식품,63082,211000,20000,5,1
2003,202005,기타음료식품,63083,5149200,1342200,244,46
2004,202005,기타음료식품,63084,5881200,1771840,194,63
2005,202005,기타음료식품,63085,1280000,100000,11,1
2006,202005,기타음료식품,63087,976300,243400,126,25
2007,202005,기타음료식품,63088,488000,32000,23,1
2008,202005,기타음료식품,63089,4712640,584750,42,5
2009,202005,기타음료식품,63090,1610000,843060,85,26
2010,202005,기타음료식품,63092,31500,0,4,0
2011,202005,기타음료식품,63093,3317600,384080,31,3
2012,202005,기타음료식품,63094,7456250,133840,223,7
2013,202005,기타음료식품,63096,172800,0,3,0
2014,202005,기타음료식품,63097,998000,394580,17,6
2015,202005,기타음료식품,63098,2165700,822200,81,19
2016,202005,기타음료식품,63099,2315750,808150,166,57
2017,202005,기타음료식품,63100,434500,56700,179,20
2018,202005,기타음료식품,63101,725000,30000,20,1
2019,202005,기타음료식품,63102,6445800,1755700,448,106
2020,202005,기타음료식품,63103,13203030,2342980,843,155
2021,202005,기타음료식품,63106,55000,25000,2,1
2022,202005,기타음료식품,63107,66000,0,3,0
2023,202005,기타음료식품,63108,1225960,451250,6,2
2024,202005,기타음료식품,63109,4058600,56900,71,9
2025,202005,기타음료식품,63110,2227900,68000,300,9
2026,202005,기타음료식품,63111,9209400,0,9,0
2027,202005,기타음료식품,63112,13932500,1158200,427,60
2028,202005,기타음료식품,63114,6103700,760000,378,46
2029,202005,기타음료식품,63115,3968100,252700,404,38
2030,202005,기타음료식품,63116,11258800,433800,445,12
2031,202005,기타음료식품,63117,854000,165000,16,1
2032,202005,기타음료식품,63119,952900,329200,121,42
2033,202005,기타음료식품,63123,998500,448500,64,21
2034,202005,기타음료식품,63124,476500,72000,34,3
2035,202005,기타음료식품,63125,1006800,185000,33,2
2036,202005,기타음료식품,63126,1365000,147000,20,2
2037,202005,기타음료식품,63127,2198750,347050,262,37
2038,202005,기타음료식품,63128,1287900,18600,1990,30
2039,202005,기타음료식품,63129,2261760,0,10,0
2040,202005,기타음료식품,63130,615500,103000,33,9
2041,202005,기타음료식품,63131,930000,469000,13,7
2042,202005,기타음료식품,63132,4073000,209000,184,10
2043,202005,기타음료식품,63133,1164000,215000,46,6
2044,202005,기타음료식품,63134,1257100,95500,102,10
2045,202005,기타음료식품,63135,4680100,477100,17,2
2046,202005,기타음료식품,63136,443000,0,2,0
2047,202005,기타음료식품,63138,887300,107300,74,12
2048,202005,기타음료식품,63140,4470500,840500,252,46
2049,202005,기타음료식품,63145,5780100,351200,108,8
2050,202005,기타음료식품,63146,2807900,1177000,84,31
2051,202005,기타음료식품,63147,20383950,2756770,945,118
2052,202005,기타음료식품,63149,296100,39600,6,1
2053,202005,기타음료식품,63150,1751500,173500,437,39
2054,202005,기타음료식품,63152,1940000,0,140,0
2055,202005,기타음료식품,63153,570000,332000,15,9
2056,202005,기타음료식품,63154,2650500,1178900,82,37
2057,202005,기타음료식품,63155,3020600,1000050,232,55
2058,202005,기타음료식품,63156,2845650,729400,333,52
2059,202005,기타음료식품,63158,108000,0,1,0
2060,202005,기타음료식품,63160,2594710,809570,390,131
2061,202005,기타음료식품,63162,127750,6600,4,1
2062,202005,기타음료식품,63166,331000,70000,39,9
2063,202005,기타음료식품,63167,461000,12900,12,2
2064,202005,기타음료식품,63168,32400,4500,18,3
2065,202005,기타음료식품,63170,217500,107000,3,2
2066,202005,기타음료식품,63172,563600,20000,18,1
2067,202005,기타음료식품,63173,1147220,268660,9,2
2068,202005,기타음료식품,63175,2160800,453700,188,39
2069,202005,기타음료식품,63176,3856900,1562390,119,46
2070,202005,기타음료식품,63184,431800,244640,11,2
2071,202005,기타음료식품,63188,2307800,720700,275,69
2072,202005,기타음료식품,63192,48986800,12852290,2666,529
2073,202005,기타음료식품,63194,2420780,0,3,0
2074,202005,기타음료식품,63195,39827000,1006763,4765,116
2075,202005,기타음료식품,63196,284000,210000,2,1
2076,202005,기타음료식품,63197,4443400,1855600,229,63
2077,202005,기타음료식품,63198,350000,25000,8,1
2078,202005,기타음료식품,63199,330800,35900,29,3
2079,202005,기타음료식품,63200,128000,0,1,0
2080,202005,기타음료식품,63201,1738000,466000,83,24
2081,202005,기타음료식품,63205,2195000,552000,42,15
2082,202005,기타음료식품,63206,7656180,1955230,361,73
2083,202005,기타음료식품,63210,16757000,775000,527,13
2084,202005,기타음료식품,63213,3888000,1814000,87,33
2085,202005,기타음료식품,63214,6290000,78000,161,1
2086,202005,기타음료식품,63217,2939010,226030,44,7
2087,202005,기타음료식품,63220,1189000,48000,28,2
2088,202005,기타음료식품,63221,9111700,2619280,827,194
2089,202005,기타음료식품,63222,4321200,1856200,13,7
2090,202005,기타음료식품,63223,1071270,130300,121,11
2091,202005,기타음료식품,63225,682000,0,2,0
2092,202005,기타음료식품,63226,726000,165000,4,1
2093,202005,기타음료식품,63227,10518230,1972097,578,103
2094,202005,기타음료식품,63229,7751220,1936860,698,147
2095,202005,기타음료식품,63231,30595150,7410684,1362,315
2096,202005,기타음료식품,63232,560000,0,11,0
2097,202005,기타음료식품,63233,12829400,3437210,529,85
2098,202005,기타음료식품,63234,12661900,226000,20,5
2099,202005,기타음료식품,63235,8749140,229840,204,23
2100,202005,기타음료식품,63236,70000,0,4,0
2101,202005,기타음료식품,63237,4912650,1484050,328,92
2102,202005,기타음료식품,63238,8502100,1885980,583,121
2103,202005,기타음료식품,63240,500000,0,1,0
2104,202005,기타음료식품,63242,2562800,127500,374,23
2105,202005,기타음료식품,63245,287000,36000,54,10
2106,202005,기타음료식품,63246,6314000,707100,37,13
2107,202005,기타음료식품,63247,2495000,489500,113,26
2108,202005,기타음료식품,63248,11699300,3400020,618,131
2109,202005,기타음료식품,63249,320000,0,6,0
2110,202005,기타음료식품,63250,1500000,0,1,0
2111,202005,기타음료식품,63253,2613000,564300,31,6
2112,202005,기타음료식품,63254,451000,94000,14,4
2113,202005,기타음료식품,63258,1374600,0,2,0
2114,202005,기타음료식품,63259,6500,6500,1,1
2115,202005,기타음료식품,63260,4570000,0,1,0
2116,202005,기타음료식품,63261,2937830,907340,127,23
2117,202005,기타음료식품,63262,2478700,705900,284,72
2118,202005,기타음료식품,63264,91091514,4236810,3606,135
2119,202005,기타음료식품,63268,33000,21000,3,1
2120,202005,기타음료식품,63269,2285000,0,20,0
2121,202005,기타음료식품,63270,55000,0,2,0
2122,202005,기타음료식품,63272,4939500,997140,232,60
2123,202005,기타음료식품,63273,950000,0,8,0
2124,202005,기타음료식품,63274,4134050,1916090,112,32
2125,202005,기타음료식품,63275,359700,47200,16,2
2126,202005,기타음료식품,63277,17471330,1679100,668,79
2127,202005,기타음료식품,63278,962600,254000,38,12
2128,202005,기타음료식품,63279,319800,116700,34,10
2129,202005,기타음료식품,63280,4265500,600180,215,37
2130,202005,기타음료식품,63281,213500,20500,15,2
2131,202005,기타음료식품,63289,2775000,85000,21,3
2132,202005,기타음료식품,63290,1606500,355000,75,21
2133,202005,기타음료식품,63292,1628000,259800,121,22
2134,202005,기타음료식품,63293,993000,0,1,0
2135,202005,기타음료식품,63296,6112500,456000,17,2
2136,202005,기타음료식품,63300,369500,0,4,0
2137,202005,기타음료식품,63302,4798100,1013430,426,84
2138,202005,기타음료식품,63303,12217950,2881150,695,165
2139,202005,기타음료식품,63304,8207500,510550,11,3
2140,202005,기타음료식품,63305,300000,300000,1,1
2141,202005,기타음료식품,63308,753450,209400,116,23
2142,202005,기타음료식품,63309,2579350,248500,313,40
2143,202005,기타음료식품,63311,12940500,786000,2130,123
2144,202005,기타음료식품,63313,4331300,250900,602,41
2145,202005,기타음료식품,63315,24000,0,2,0
2146,202005,기타음료식품,63317,32000,0,1,0
2147,202005,기타음료식품,63318,951400,500850,17,3
2148,202005,기타음료식품,63319,1747520,97590,42,9
2149,202005,기타음료식품,63321,1174500,79650,25,2
2150,202005,기타음료식품,63322,14554400,3209100,715,154
2151,202005,기타음료식품,63323,10943950,2923300,1183,281
2152,202005,기타음료식품,63327,41000,19000,6,3
2153,202005,기타음료식품,63331,2575560,384200,177,26
2154,202005,기타음료식품,63333,7094000,365000,194,10
2155,202005,기타음료식품,63334,7116400,187700,5155,152
2156,202005,기타음료식품,63335,130000,0,1,0
2157,202005,기타음료식품,63336,18014300,3816110,1112,237
2158,202005,기타음료식품,63337,7778750,747000,457,58
2159,202005,기타음료식품,63340,33000,0,2,0
2160,202005,기타음료식품,63341,4953000,156000,169,12
2161,202005,기타음료식품,63342,285000,9000,24,1
2162,202005,기타음료식품,63343,1454610,78470,45,4
2163,202005,기타음료식품,63344,6473500,101100,125,8
2164,202005,기타음료식품,63345,1341300,114790,182,19
2165,202005,기타음료식품,63354,1251500,52000,199,9
2166,202005,기타음료식품,63355,748500,19000,86,3
2167,202005,기타음료식품,63357,2407550,189700,337,20
2168,202005,기타음료식품,63359,3327100,47000,88,1
2169,202005,기타음료식품,63361,838000,41000,43,4
2170,202005,기타음료식품,63363,400000,0,1,0
2171,202005,기타음료식품,63364,2031820,272120,324,27
2172,202005,기타음료식품,63365,438500,5000,43,2
2173,202005,기타음료식품,63501,1096400,139000,10,3
2174,202005,기타음료식품,63504,10391520,164450,378,14
2175,202005,기타음료식품,63506,373000,180000,6,3
2176,202005,기타음료식품,63507,1225100,349800,147,33
2177,202005,기타음료식품,63508,708600,161500,52,12
2178,202005,기타음료식품,63510,1930000,487000,52,10
2179,202005,기타음료식품,63512,585000,107000,17,2
2180,202005,기타음료식품,63513,4112900,240300,745,38
2181,202005,기타음료식품,63515,1073000,55000,63,4
2182,202005,기타음료식품,63517,2812500,42000,62,3
2183,202005,기타음료식품,63518,4900400,441546,124,15
2184,202005,기타음료식품,63522,3403700,211500,205,13
2185,202005,기타음료식품,63523,1705000,115000,44,2
2186,202005,기타음료식품,63524,192000,20000,9,1
2187,202005,기타음료식품,63526,27600950,281500,2050,28
2188,202005,기타음료식품,63527,1242040,525150,84,16
2189,202005,기타음료식품,63528,2635500,90500,364,12
2190,202005,기타음료식품,63530,426200,43000,64,8
2191,202005,기타음료식품,63533,150000,0,8,0
2192,202005,기타음료식품,63534,17476808,5047550,395,95
2193,202005,기타음료식품,63535,19639100,2334300,690,69
2194,202005,기타음료식품,63536,2315600,0,92,0
2195,202005,기타음료식품,63537,1904200,285200,100,12
2196,202005,기타음료식품,63538,719100,137310,68,11
2197,202005,기타음료식품,63542,152250,5700,38,2
2198,202005,기타음료식품,63545,7639750,1281850,385,70
2199,202005,기타음료식품,63546,1504200,310900,103,15
2200,202005,기타음료식품,63547,3948200,48000,440,8
2201,202005,기타음료식품,63558,120000,120000,1,1
2202,202005,기타음료식품,63559,5408460,1096700,338,65
2203,202005,기타음료식품,63562,2466000,182000,64,3
2204,202005,기타음료식품,63563,3180160,906130,246,64
2205,202005,기타음료식품,63565,200000,0,2,0
2206,202005,기타음료식품,63568,292050,22500,38,5
2207,202005,기타음료식품,63569,3361000,94500,110,5
2208,202005,기타음료식품,63572,1667500,0,128,0
2209,202005,기타음료식품,63573,1499700,426770,138,25
2210,202005,기타음료식품,63578,4993740,693490,58,9
2211,202005,기타음료식품,63579,2460000,70000,8,1
2212,202005,기타음료식품,63580,1995600,978960,13,3
2213,202005,기타음료식품,63582,2612000,127200,145,5
2214,202005,기타음료식품,63584,9549450,2022100,609,134
2215,202005,기타음료식품,63586,683050,0,8,0
2216,202005,기타음료식품,63587,1452500,506100,118,29
2217,202005,기타음료식품,63588,3568400,712200,213,51
2218,202005,기타음료식품,63589,288000,40000,9,1
2219,202005,기타음료식품,63590,1257720,95260,195,27
2220,202005,기타음료식품,63591,76978613,5682570,4315,245
2221,202005,기타음료식품,63593,1723000,0,6,0
2222,202005,기타음료식품,63594,2236510,97500,317,14
2223,202005,기타음료식품,63596,4999730,730200,303,69
2224,202005,기타음료식품,63599,196500,0,1,0
2225,202005,기타음료식품,63600,224100,1000,9,1
2226,202005,기타음료식품,63602,920000,0,3,0
2227,202005,기타음료식품,63604,155780,0,19,0
2228,202005,기타음료식품,63606,4945000,491000,47,8
2229,202005,기타음료식품,63608,991000,0,4,0
2230,202005,기타음료식품,63609,210000,13000,13,1
2231,202005,기타음료식품,63616,51000,0,1,0
2232,202005,기타음료식품,63617,9000,0,1,0
2233,202005,기타음료식품,63622,100000,60000,2,1
2234,202005,기타음료식품,63623,546000,32300,168,11
2235,202005,기타음료식품,63624,13487900,63500,264,6
2236,202005,기타음료식품,63625,3918930,1204770,242,58
2237,202005,기타음료식품,63629,7941500,1121600,270,49
2238,202005,기타음료식품,63630,5000,0,1,0
2239,202005,기타음료식품,63636,833000,83010,13,2
2240,202005,기타음료식품,63638,22000,11000,3,2
2241,202005,기타음료식품,63640,294400,27000,18,6
2242,202005,기타음료식품,63641,131968080,30630160,3509,736
2243,202005,기타음료식품,63643,694840,0,33,0
2244,202005,기타음료식품,63644,595050,45200,74,4
2245,202005,기타의료기관및기기,63077,307000,200000,3,1
2246,202005,기타의료기관및기기,63125,2962960,0,6,0
2247,202005,기타의료기관및기기,63145,660000,0,2,0
2248,202005,기타의료기관및기기,63154,738310,200000,2,1
2249,202005,기타의료기관및기기,63168,2839280,0,6,0
2250,202005,기타의료기관및기기,63175,3170000,0,3,0
2251,202005,기타의료기관및기기,63180,2767500,636300,57,14
2252,202005,기타의료기관및기기,63185,1486000,216500,43,11
2253,202005,기타의료기관및기기,63196,1710080,0,5,0
2254,202005,기타의료기관및기기,63205,309000,0,1,0
2255,202005,기타의료기관및기기,63214,317620,0,1,0
2256,202005,기타의료기관및기기,63219,1470000,0,3,0
2257,202005,기타의료기관및기기,63238,63410,8000,4,1
2258,202005,기타의료기관및기기,63241,708000,240000,6,2
2259,202005,기타의료기관및기기,63243,1160390,0,2,0
2260,202005,기타의료기관및기기,63246,789430,0,2,0
2261,202005,기타의료기관및기기,63255,2500000,0,2,0
2262,202005,기타의료기관및기기,63308,237130,0,1,0
2263,202005,기타의료기관및기기,63311,9528920,1127290,21,3
2264,202005,기타의료기관및기기,63523,495940,0,1,0
2265,202005,기타의료기관및기기,63595,850900,200500,60,17
2266,202005,기타의류,63006,925000,240000,19,4
2267,202005,기타의류,63012,1178000,28000,46,1
2268,202005,기타의류,63026,778000,226000,34,11
2269,202005,기타의류,63043,736000,606000,12,9
2270,202005,기타의류,63052,898000,462000,47,27
2271,202005,기타의류,63062,498000,21000,32,1
2272,202005,기타의류,63070,25000,25000,1,1
2273,202005,기타의류,63116,98000,45000,6,3
2274,202005,기타의류,63123,1073300,155200,104,19
2275,202005,기타의류,63124,100000,0,2,0
2276,202005,기타의류,63129,667500,214330,38,10
2277,202005,기타의류,63131,655900,141000,35,5
2278,202005,기타의류,63154,160000,0,1,0
2279,202005,기타의류,63156,2040000,335000,16,3
2280,202005,기타의류,63167,1469000,1200000,6,2
2281,202005,기타의류,63168,720400,366400,27,9
2282,202005,기타의류,63170,516000,83000,11,3
2283,202005,기타의류,63174,409000,338000,12,7
2284,202005,기타의류,63175,70000,0,1,0
2285,202005,기타의류,63187,95000,0,1,0
2286,202005,기타의류,63198,550000,130000,5,2
2287,202005,기타의류,63232,58569210,20069794,865,299
2288,202005,기타의류,63244,1200000,0,6,0
2289,202005,기타의류,63247,98000,42000,3,1
2290,202005,기타의류,63258,662000,0,12,0
2291,202005,기타의류,63264,4973000,1161000,173,58
2292,202005,기타의류,63269,280000,0,1,0
2293,202005,기타의류,63300,47000,0,2,0
2294,202005,기타의류,63506,355000,0,3,0
2295,202005,기타의류,63508,180000,10000,5,1
2296,202005,기타의류,63528,952000,0,32,0
2297,202005,기타의류,63547,184000,0,2,0
2298,202005,기타의류,63569,149000,0,2,0
2299,202005,기타의류,63583,1084000,214000,33,11
2300,202005,기타의류,63590,494800,17900,15,1
2301,202005,기타의류,63592,1406000,484110,13,5
2302,202005,기타의류,63595,285000,15000,17,1
2303,202005,기타의류,63613,83000,0,4,0
2304,202005,기타의류,63624,58000,8000,3,1
2305,202005,기타자동차서비스,63225,5233000,437000,174,23
2306,202005,기타자동차서비스,63283,4149000,316360,138,13
2307,202005,기타자동차서비스,63297,72000,0,4,0
2308,202005,기타자동차서비스,63299,260000,20000,7,1
2309,202005,기타자동차서비스,63300,180000,80000,3,2
2310,202005,기타자동차서비스,63325,406000,79000,51,10
2311,202005,기타자동차서비스,63344,22000,0,1,0
2312,202005,기타자동차서비스,63581,245000,160000,5,2
2313,202005,기타자동차서비스,63584,645000,125520,20,5
2314,202005,기타잡화,63000,2600800,791300,101,28
2315,202005,기타잡화,63003,364800,25000,56,1
2316,202005,기타잡화,63004,1163500,139200,50,6
2317,202005,기타잡화,63005,1749500,0,34,0
2318,202005,기타잡화,63010,4460300,55000,170,3
2319,202005,기타잡화,63012,593800,0,10,0
2320,202005,기타잡화,63013,1187000,92500,50,3
2321,202005,기타잡화,63021,7278400,145000,293,8
2322,202005,기타잡화,63029,100000,0,1,0
2323,202005,기타잡화,63030,3009200,51000,115,2
2324,202005,기타잡화,63032,64584440,8303282,2335,403
2325,202005,기타잡화,63047,420000,0,1,0
2326,202005,기타잡화,63049,1061000,0,18,0
2327,202005,기타잡화,63053,55592750,14029807,3395,776
2328,202005,기타잡화,63054,92000,0,3,0
2329,202005,기타잡화,63064,1851800,0,2,0
2330,202005,기타잡화,63067,475000,0,16,0
2331,202005,기타잡화,63068,160900,35000,6,1
2332,202005,기타잡화,63069,25800150,7179980,2313,559
2333,202005,기타잡화,63070,155000,0,2,0
2334,202005,기타잡화,63073,6366290,527120,91,10
2335,202005,기타잡화,63074,268390,0,4,0
2336,202005,기타잡화,63076,435000,75000,5,2
2337,202005,기타잡화,63078,4105500,177850,112,9
2338,202005,기타잡화,63079,1455500,237200,43,6
2339,202005,기타잡화,63081,3518600,1964740,35,14
2340,202005,기타잡화,63089,60000,60000,1,1
2341,202005,기타잡화,63090,441000,40000,10,1
2342,202005,기타잡화,63095,765140,191560,35,8
2343,202005,기타잡화,63097,80000,0,1,0
2344,202005,기타잡화,63098,573000,42000,17,1
2345,202005,기타잡화,63099,318200,100000,4,1
2346,202005,기타잡화,63101,260000,95000,6,3
2347,202005,기타잡화,63102,119000,35000,7,2
2348,202005,기타잡화,63103,144650,67650,2,1
2349,202005,기타잡화,63105,520000,0,1,0
2350,202005,기타잡화,63110,1000,1000,1,1
2351,202005,기타잡화,63116,25504750,5422130,683,157
2352,202005,기타잡화,63119,113000,33000,3,1
2353,202005,기타잡화,63120,67000,0,1,0
2354,202005,기타잡화,63122,738000,306350,45,20
2355,202005,기타잡화,63123,3905000,613000,195,30
2356,202005,기타잡화,63124,9966700,2683980,172,40
2357,202005,기타잡화,63125,1413500,242960,112,25
2358,202005,기타잡화,63128,945000,440000,5,2
2359,202005,기타잡화,63129,1452900,143000,37,5
2360,202005,기타잡화,63131,560000,20000,3,1
2361,202005,기타잡화,63132,827100,197600,23,4
2362,202005,기타잡화,63134,217000,0,5,0
2363,202005,기타잡화,63139,2945000,308400,26,2
2364,202005,기타잡화,63141,220000,30000,8,1
2365,202005,기타잡화,63142,197998101,899000,6989,31
2366,202005,기타잡화,63147,4841020,236000,71,4
2367,202005,기타잡화,63152,329000,0,31,0
2368,202005,기타잡화,63154,256000,207000,9,6
2369,202005,기타잡화,63156,463200,413200,3,2
2370,202005,기타잡화,63161,2667530,772650,198,52
2371,202005,기타잡화,63167,2209450,274700,30,6
2372,202005,기타잡화,63168,2185000,455000,85,17
2373,202005,기타잡화,63169,8001400,443141,492,17
2374,202005,기타잡화,63170,1229400,273100,63,8
2375,202005,기타잡화,63174,28000,0,1,0
2376,202005,기타잡화,63179,121000,0,2,0
2377,202005,기타잡화,63181,17000,0,1,0
2378,202005,기타잡화,63183,591000,51000,8,2
2379,202005,기타잡화,63188,512000,119000,31,8
2380,202005,기타잡화,63192,3288400,1115000,156,37
2381,202005,기타잡화,63198,505500,105000,11,2
2382,202005,기타잡화,63200,1430000,740000,20,8
2383,202005,기타잡화,63205,1622140,0,19,0
2384,202005,기타잡화,63206,1453200,169910,28,4
2385,202005,기타잡화,63207,7037800,1021990,464,56
2386,202005,기타잡화,63211,1410100,0,11,0
2387,202005,기타잡화,63213,5085020,478210,77,14
2388,202005,기타잡화,63215,34710078,4834600,233,39
2389,202005,기타잡화,63216,250000,0,2,0
2390,202005,기타잡화,63227,481780,0,16,0
2391,202005,기타잡화,63228,1205200,86250,20,3
2392,202005,기타잡화,63230,9056600,2035550,113,26
2393,202005,기타잡화,63231,599000,26000,15,1
2394,202005,기타잡화,63232,775000,14000,17,2
2395,202005,기타잡화,63236,135464860,41627593,3584,920
2396,202005,기타잡화,63243,2833500,0,7,0
2397,202005,기타잡화,63246,287100,0,4,0
2398,202005,기타잡화,63247,36000,0,1,0
2399,202005,기타잡화,63248,235000,0,8,0
2400,202005,기타잡화,63253,560600,47100,8,1
2401,202005,기타잡화,63255,3550000,829000,127,26
2402,202005,기타잡화,63261,258000,0,2,0
2403,202005,기타잡화,63262,4048060,2202960,70,35
2404,202005,기타잡화,63264,882700,594500,30,14
2405,202005,기타잡화,63271,60000,0,1,0
2406,202005,기타잡화,63272,50000,0,1,0
2407,202005,기타잡화,63274,226500,90500,14,5
2408,202005,기타잡화,63277,20975430,3669670,347,68
2409,202005,기타잡화,63279,120000,0,6,0
2410,202005,기타잡화,63280,260500,0,3,0
2411,202005,기타잡화,63287,42000,0,3,0
2412,202005,기타잡화,63296,628800,52800,8,1
2413,202005,기타잡화,63297,1419000,1056000,6,3
2414,202005,기타잡화,63298,712000,150000,6,1
2415,202005,기타잡화,63300,2120300,603000,18,7
2416,202005,기타잡화,63304,668140,0,7,0
2417,202005,기타잡화,63305,3058700,671500,205,42
2418,202005,기타잡화,63306,4141000,2479000,109,56
2419,202005,기타잡화,63308,232000,50000,2,1
2420,202005,기타잡화,63319,400000,400000,1,1
2421,202005,기타잡화,63323,1961000,534500,59,14
2422,202005,기타잡화,63326,291000,31000,4,2
2423,202005,기타잡화,63329,946250,222500,11,1
2424,202005,기타잡화,63333,338800,5540,20,1
2425,202005,기타잡화,63334,6253470,1051190,53,12
2426,202005,기타잡화,63342,70000,0,2,0
2427,202005,기타잡화,63355,1003000,0,39,0
2428,202005,기타잡화,63358,15283700,255500,727,10
2429,202005,기타잡화,63359,1379000,55000,78,1
2430,202005,기타잡화,63361,29623050,5446737,2165,323
2431,202005,기타잡화,63364,1113000,0,30,0
2432,202005,기타잡화,63504,396900,0,3,0
2433,202005,기타잡화,63505,3877860,48400,5,1
2434,202005,기타잡화,63508,4019360,1074570,219,50
2435,202005,기타잡화,63510,24552200,4771350,2277,417
2436,202005,기타잡화,63513,172500,38000,3,1
2437,202005,기타잡화,63528,775500,30000,24,1
